Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value,mean_temperature,Average_house_price,bachelors_higher,Minimum_wage,CPI
PE,Restaurant and food service managers ,60030,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3568,High,53.7,-6.1,0.3349,22.0,15.0,2.6
PE,Accommodation service managers ,60031,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3569,Low,19.5,-6.1,0.3349,22.0,15.0,2.6
PE,Accommodation service managers ,60031,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3569,Median,36.06,-6.1,0.3349,22.0,15.0,2.6
PE,Accommodation service managers ,60031,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3569,High,57.69,-6.1,0.3349,22.0,15.0,2.6
PE,Retail sales supervisors ,62010,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3570,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Retail sales supervisors ,62010,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3570,Median,18.0,-6.1,0.3349,22.0,15.0,2.6
PE,Retail sales supervisors ,62010,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3570,High,26.44,-6.1,0.3349,22.0,15.0,2.6
PE,Food service supervisors ,62020,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3571,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Food service supervisors ,62020,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3571,Median,16.25,-6.1,0.3349,22.0,15.0,2.6
PE,Food service supervisors ,62020,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3571,High,22.5,-6.1,0.3349,22.0,15.0,2.6
PE,Customer and information services supervisors ,62023,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3572,Low,15.5,-6.1,0.3349,22.0,15.0,2.6
PE,Customer and information services supervisors ,62023,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3572,Median,24.04,-6.1,0.3349,22.0,15.0,2.6
PE,Customer and information services supervisors ,62023,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3572,High,38.46,-6.1,0.3349,22.0,15.0,2.6
PE,Cleaning supervisors ,62024,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3573,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Cleaning supervisors ,62024,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3573,Median,17.0,-6.1,0.3349,22.0,15.0,2.6
PE,Cleaning supervisors ,62024,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3573,High,33.8,-6.1,0.3349,22.0,15.0,2.6
PE,Other services supervisors ,62029,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3574,Low,16.23,-6.1,0.3349,22.0,15.0,2.6
PE,Other services supervisors ,62029,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3574,Median,20.76,-6.1,0.3349,22.0,15.0,2.6
PE,Other services supervisors ,62029,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3574,High,27.78,-6.1,0.3349,22.0,15.0,2.6
PE,Technical sales specialists - wholesale trade ,62100,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3575,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Technical sales specialists - wholesale trade ,62100,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3575,Median,24.04,-6.1,0.3349,22.0,15.0,2.6
PE,Technical sales specialists - wholesale trade ,62100,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3575,High,38.46,-6.1,0.3349,22.0,15.0,2.6
PE,Retail and wholesale buyers ,62101,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3576,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Retail and wholesale buyers ,62101,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3576,Median,21.1,-6.1,0.3349,22.0,15.0,2.6
PE,Retail and wholesale buyers ,62101,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3576,High,32.39,-6.1,0.3349,22.0,15.0,2.6
PE,Chefs ,62200,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3577,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Chefs ,62200,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3577,Median,20.0,-6.1,0.3349,22.0,15.0,2.6
PE,Chefs ,62200,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3577,High,28.85,-6.1,0.3349,22.0,15.0,2.6
PE,Funeral directors and embalmers ,62201,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,3578,Low,19.23,-6.1,0.3349,22.0,15.0,2.6
